connections,duration_s,streams,ok,failed,heap_before_mb,heap_peak_mb,heap_after_mb,errors,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,ttft_max_ms,frames_median,first_frame_p50_ms,hit_n,hit_ttft_p50_ms,hit_ttft_p90_ms,hit_ttft_p99_ms,hit_frames_median,knowledge_n,knowledge_ttft_p50_ms,knowledge_ttft_p90_ms,knowledge_ttft_p99_ms,knowledge_frames_median,action_n,action_ttft_p50_ms,action_ttft_p90_ms,action_ttft_p99_ms,action_frames_median,layer_l1_n,layer_l2_n,layer_flight_n,layer_none_n
200,60,13944,13744,200,235.7,268.5,234.0,OSError: [WinError 10048] 通常每个套接字地址(协议/网络地址/端口)只允许使用一次。,34.2,1168.6,1658.4,2267.8,1.0,19.3,10322,21.1,64.4,122.7,1.0,1714,1048.9,1613.5,1997.0,8.0,1708,1160.4,1213.5,1288.0,8.0,10322,0,0,3422
