connections,duration_s,streams,ok,failed,heap_before_mb,heap_peak_mb,heap_after_mb,errors,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,ttft_max_ms,frames_median,first_frame_p50_ms,hit_n,hit_ttft_p50_ms,hit_ttft_p90_ms,hit_ttft_p99_ms,hit_frames_median,knowledge_n,knowledge_ttft_p50_ms,knowledge_ttft_p90_ms,knowledge_ttft_p99_ms,knowledge_frames_median,action_n,action_ttft_p50_ms,action_ttft_p90_ms,action_ttft_p99_ms,action_frames_median,layer_l1_n,layer_l2_n,layer_flight_n,layer_none_n
500,60,14173,13673,500,200.7,370.3,273.9,OSError: [WinError 10048] 通常每个套接字地址(协议/网络地址/端口)只允许使用一次。; TimeoutError: timed out,513.5,1617.8,2414.2,3635.4,1.0,486.5,10212,492.5,556.7,603.3,1.0,1781,1498.7,2088.8,2891.6,1.0,1680,1634.0,1711.1,2007.9,8.0,10212,0,0,3461
