users,workers,per_worker_users,model,profile,request_count,failure_count,qps,p50,p95,p99,max,requests_delta,admitted_delta,ratelimited_delta,valid_requests_delta,l1_delta,l2_delta,flight_delta,llm_delta,embed_remote_delta,embed_cached_delta,embed_merged_delta,negative_suppressed_delta,interception_total,interception_cache_only,interception_admitted,rate_limited_nonzero,cpu_mean_pct,cpu_max_pct,freemem_min_gb,wall_s,locust_error,hot_request_count,hot_failure_count,hot_qps,hot_p50,hot_p95,hot_p99,para_request_count,para_failure_count,para_qps,para_p50,para_p95,para_p99,action_request_count,action_failure_count,action_qps,action_p50,action_p95,action_p99,long_request_count,long_failure_count,long_qps,long_p50,long_p95,long_p99
200,2,100,mix80,perf,38392,0,650.41,19,1200,1300,3227,38365,29819,0,38365,29702,0,72,25667,18,14761,74,0,0.7761,0.7742,0.9985,,59.6,98.0,0.0,79.9,,30510,0,516.89,17,1200,1300,,,,,,,3820,0,64.71,1200,1300,1500,3854,0,65.29,18,1200,1400
