connections,duration_s,streams,ok,failed,heap_before_mb,heap_peak_mb,heap_after_mb,errors,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,ttft_max_ms,frames_median,first_frame_p50_ms,hit_n,hit_ttft_p50_ms,hit_ttft_p90_ms,hit_ttft_p99_ms,hit_frames_median,knowledge_n,knowledge_ttft_p50_ms,knowledge_ttft_p90_ms,knowledge_ttft_p99_ms,knowledge_frames_median,action_n,action_ttft_p50_ms,action_ttft_p90_ms,action_ttft_p99_ms,action_frames_median,layer_l1_n,layer_l2_n,layer_flight_n,layer_none_n
200,60,810,610,200,252.4,264.9,-1.0,OSError: [WinError 10048] 通常每个套接字地址(协议/网络地址/端口)只允许使用一次。,3902.6,11066.2,11379.3,11499.4,4.0,3451.2,40,2760.7,4181.5,4702.0,1.0,490,5369.2,11085.4,11387.8,4.0,80,1172.2,1230.7,2279.7,8.0,0,40,0,570
