connections,duration_s,streams,ok,failed,heap_before_mb,heap_peak_mb,heap_after_mb,errors,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,ttft_max_ms,frames_median,first_frame_p50_ms,hit_n,hit_ttft_p50_ms,hit_ttft_p90_ms,hit_ttft_p99_ms,hit_frames_median,knowledge_n,knowledge_ttft_p50_ms,knowledge_ttft_p90_ms,knowledge_ttft_p99_ms,knowledge_frames_median,action_n,action_ttft_p50_ms,action_ttft_p90_ms,action_ttft_p99_ms,action_frames_median,layer_l1_n,layer_l2_n,layer_flight_n,layer_none_n
50,60,9477,9475,2,210.2,222.1,184.6,OSError: [WinError 10048] 通常每个套接字地址(协议/网络地址/端口)只允许使用一次。,12.7,1143.6,1331.2,1653.4,1.0,10.1,7120,11.2,25.5,45.0,1.0,1143,1031.3,1327.9,1373.8,8.0,1212,1146.3,1164.1,1182.1,8.0,7120,0,0,2355
